description,img,title,url,series,price,autor,pub_house
,http://img1.labirint.ru/books/211972/big.jpg,Шекспир. Биография,http://www.labirint.ru/books/211972,,345,Акройд Питер,КоЛибри
,http://img1.labirint.ru/books/35190/big.jpg,Таро Шекспира (колода карт + книга в футляре),http://www.labirint.ru/books/35190,,369,Склярова Вера Анатольевна,Урал ЛТД
,http://img1.labirint.ru/books/438133/big.jpg,Шекспир. Биография,http://www.labirint.ru/books/438133,,505,Акройд Питер,КоЛибри
,http://img1.labirint.ru/books/211972/big.jpg,Шекспир. Биография Шекспир. Биография,http://www.labirint.ru/books/211972,,"345,505",Акройд Питер Акройд Питер,КоЛибри
,http://img1.labirint.ru/books/479743/big.jpg,Шекспир и немецкий дух,http://www.labirint.ru/books/479743,,1 355,Гундольф Фридрих,Владимир Даль
,http://img1.labirint.ru/books/479743/big.jpg,Шекспир и немецкий дух Парацельс,http://www.labirint.ru/books/479743,,"1 355,513",Гундольф Фридрих Гундольф Фридрих,Владимир Даль
,http://img1.labirint.ru/books/372273/big.jpg,"Игра об Уильяме Шекспире, или Тайна Великого Феникса",http://www.labirint.ru/books/372273,,1 053,Гилилов Илья Менделевич,Международные отношения
,http://img1.labirint.ru/books/457171/big.jpg,Шекспир. Основные начала драматургии,http://www.labirint.ru/books/457171,,1 123,Пинский Леонид Ефимович,Центр гуманитарных инициатив
,http://img1.labirint.ru/books/346156/big.jpg,Жизнь и время Уильяма Шекспира,http://www.labirint.ru/books/346156,,750,МакДермотт Кристен,Рипол-Классик
,http://img1.labirint.ru/books/346156/big.jpg,Жизнь и время Уильяма Шекспира,http://www.labirint.ru/books/346156,,750,МакДермотт Кристен,Рипол-Классик
,http://img1.labirint.ru/books/495241/big.jpg,"Шекспир мне друг, но истина дороже",http://www.labirint.ru/books/495241,,278,Устинова Татьяна Витальевна,Эксмо
,http://img1.labirint.ru/books/495241/big.jpg,"Шекспир мне друг, но истина дороже",http://www.labirint.ru/books/495241,,278,Устинова Татьяна Витальевна,Эксмо
